Street Number, Street Name, Zipcode, Price
29046, SAND CANYON RD, 91387, $650000
15745, PARAMOUNT BLVD, 90723, $1800000
12141, GARFIELD AVE, 90280, $5975000
628, DEL GANADO RD, 94903, $1350000
3662, W 5TH ST, 93030, $560000
2908, UNIVERSITY AVE, 92104, $6500000
3115, BANNING AVE, 90262, $1400000
153, 1/2 EVERETT ST, 90026, $1300000
221, MAIN ST, 95928, $905000
2860, 4TH AVE, 92103, $4475000
1928, TARAVAL ST, 94116, $2695000
4420, FIRESTONE BLVD, 90280, $1195000
7955, S VAN NESS AVE, 90305, $1248100
91, 1/2 EVERETT ST, 90026, $1300000
7370, SAN RAMON RD, 94568, $4799900
12, 1/2 EVERETT ST, 90026, $1300000
6114, CAMINO VERDE DR, 95119, $9750000
190, N BASCOM AVE, 95128, $1350000
21925, DE LA OSA ST, 91364, $1695000
2410, FAIRMOUNT AVE, 92105, $7750000
4549, PECK RD, 91732, $5500000
906, W 7TH ST, 93030, $299500
202, S LONG BEACH BLVD, 90221, $375000
3, 1/2 EVERETT ST, 90026, $1300000
9775, FOOTHILL BLVD, 91730, $999999
2646, E 9TH ST, 94601, $950000
9517, E STOCKTON BLVD, 95624, $1600000
2090, N ANGUS ST, 93703, $15800000
884, S BRISTOL ST, 92703, $8250000
4560, COVE DR, 92008, $3600000
812, S ANZA ST, 92020, $1225000
2305, DURFEE AVE, 91732, $4000000
107, S HARBOR BLVD, 92805, $545000
2123, N ANGUS ST, 93703, $15800000
12, LORENZEN RD, 95304, $3950000
750, CALLE PL, 93012, $1630000
676, 1/2 EVERETT ST, 90026, $1300000
11216, 1ST AVE, 90603, $2830000
1827, ARNOLD INDUSTRIAL PL, 94520, $3000000
2116, N ANGUS ST, 93703, $15800000
1106, PACIFIC AVE, 90813, $3370000
35, 1/2 EVERETT ST, 90026, $1300000
54, 1/2 EVERETT ST, 90026, $1300000
806, N NOPAL ST, 93103, $2995000
4630, W ROSECRANS AVE, 90250, $5995000
10653, SAN SEVAINE WAY, 91752, $1982400
3366, 20TH ST, 94110, $1200000
1960, N VENTURA RD, 93036, $3800000
20545, WISTERIA ST, 94546, $3588000
1813, SOQUEL AVE, 95062, $4500000
3636, W 5TH ST, 93030, $625000
15177, RAYMER ST, 91405, $4500000
637, 1/2 EVERETT ST, 90026, $1300000
12385, DOHERTY ST, 92503, $845250
1717, S GROVE AVE, 91761, $3950000
26814, CHERRY HILLS BLVD, 92586, $18500000
4061, E ASHLAN AVE, 93726, $4059000
714, MONTGOMERY ST, 94111, $6350000
23040, ALESSANDRO BLVD, 92553, $1950000
970, W 7TH ST, 93030, $299500
2609, CONEJO CENTER DR, 91320, $585000
517, E EUCLID AVE, 90222, $49950000
561, W MAIN ST, 91801, $5880000
12139, GARFIELD AVE, 90280, $5975000
1695, ACTION AVE, 94559, $3100000
26843, CHERRY HILLS BLVD, 92586, $18500000
725, RIDDER PARK DR, 95131, $13950000
1133, N PATT ST, 92801, $2600000
8946, EVERGREEN AVE, 90280, $2050000
3625, CINCINNATI AVE, 95765, $7094000
207, S LONG BEACH BLVD, 90221, $375000
415, S SODERQUIST RD, 95380, $2500000
28414, HASKELL CANYON RD, 91390, $8000000
2291, DURFEE AVE, 91732, $4000000
3614, W 5TH ST, 93030, $560000
256, CAJON ST, 92373, $1075000
7949, AUBURN BLVD, 95610, $3200000
524, W KATELLA AVE, 92867, $3445000
544, MIDDLEFIELD RD, 94301, $12000000
2211, FORTUNE DR, 95131, $827750
868, 1/2 EVERETT ST, 90026, $1300000
3427, 22ND ST, 94110, $7888000
468, E EUCLID AVE, 90222, $49950000
233, S K ST, 93274, $179900
3561, HOMESTEAD RD, 95051, $4000000
835, 1/2 EVERETT ST, 90026, $1300000
9798, RESEARCH DR, 92618, $2102660
8080, LIMONITE AVE, 92509, $5125000
4735, ENGLE RD, 95608, $1450000
23, 1/2 EVERETT ST, 90026, $1300000
2652, CONEJO CENTER DR, 91320, $585000
789, 1/2 EVERETT ST, 90026, $1300000
485, RIVERA ST, 92501, $867240
9786, RESEARCH DR, 92618, $2102660
556, 1/2 EVERETT ST, 90026, $1300000
1291, 1ST ST, 95020, $8350000
26890, CHERRY HILLS BLVD, 92586, $18500000
7702, CRAIG AVE, 90621, $3500000
2318, MARKET ST, 94114, $6495000
8564, WHITTIER BLVD, 90660, $999000
805, 1/2 EVERETT ST, 90026, $1300000
4709, WHITTIER BLVD, 90022, $2500000
228, 1/2 EVERETT ST, 90026, $1300000
26852, CHERRY HILLS BLVD, 92586, $18500000
214, S MAIN ST, 95035, $5000000
319, 1/2 EVERETT ST, 90026, $1300000
564, HARVEST PARK DR, 94513, $1799900
4861, 67TH ST, 92115, $4999999
4319, ROSEDALE HWY, 93308, $1555032
2902, NICOL AVE, 94602, $1395000
504, 1/2 EVERETT ST, 90026, $1300000
22424, HESPERIAN BLVD, 94541, $1800000
6050, DUBLIN BLVD, 94568, $12995000
1219, SACRAMENTO ST, 94590, $1100000
1745, TRAVIS BLVD, 94533, $6580000
20543, WISTERIA ST, 94546, $3588000
2908, ALUM ROCK AVE, 95127, $7900000
328, S ROSEMEAD BLVD, 91107, $1388000
1977, N VENTURA RD, 93036, $3800000
7400, REDWOOD BLVD, 94945, $4500000
852, W KNOLL DR, 90069, $2995000
2900, BRISTOL ST, 92626, $499000
3175, OLD CONEJO RD, 91320, $2199000
2618, CONEJO CENTER DR, 91320, $585000
12176, GARFIELD AVE, 90280, $5975000
372, S CABRILLO AVE, 90731, $500000
525, OPPER ST, 92029, $2075000
2209, FLORIDA AVE, 94804, $699999
867, 1/2 EVERETT ST, 90026, $1300000
11600, SCHOCH RD, 93907, $1499999
591, N LA CADENA DR, 92324, $1399990
27, PETERS CANYON RD, 92606, $1758610
520, W LODI AVE, 95240, $5253000
3431, 22ND ST, 94110, $7888000
2261, MISSION ST, 94110, $2399000
6900, HEALY RD, 95341, $10080000
8146, ARROYO DR, 91770, $4098000
17314, STEVENS CANYON RD, 95014, $2100000
20428, ANITA AVE, 94546, $16100000
13477, 12TH ST, 91710, $2295000
825, S GRAND VIEW ST, 90057, $5500000
1031, NATIONAL CITY BLVD, 91950, $7000000
1954, W ROSECRANS AVE, 90249, $800000
2875, 4TH AVE, 92103, $4475000
5663, CUSHING PKY, 94538, $29950000
709, N MAIN ST, 90012, $28000000
1, E BIDWELL RD, 95630, $65300000
373, S CABRILLO AVE, 90731, $500000
1690, ACTION AVE, 94559, $3100000
3364, 20TH ST, 94110, $1200000
1323, PACIFIC AVE, 90291, $6750000
868, N GARFIELD AVE, 90640, $1395000
1818, ARNOLD INDUSTRIAL PL, 94520, $3000000
164, S HARBOR BLVD, 92805, $545000
8373, BRUCEVILLE RD, 95758, $5300000
229, E SIXTH ST, 93030, $875000
28454, HASKELL CANYON RD, 91390, $8000000
5250, 3RD ST, 94124, $2995000
899, E MORTON AVE, 93257, $49120
2072, N ANGUS ST, 93703, $15800000
1099, E ST, 94901, $2599000
1837, S HIGHLAND AVE, 90019, $1395000
2636, CONEJO CENTER DR, 91320, $585000
656, E 3RD AVE, 94401, $16500000
1018, NATIONAL CITY BLVD, 91950, $7000000
5901, LONETREE BLVD, 95765, $4100000
43195, BUSINESS PARK DR, 92590, $15995000
921, 1/2 EVERETT ST, 90026, $1300000
225, E GRAND AVE, 92025, $4000000
1280, 1ST ST, 95020, $8350000
13960, FREDERICK ST, 92553, $1702030
707, N MAIN ST, 90012, $28000000
11221, 1ST AVE, 90603, $2830000
7924, AUBURN BLVD, 95610, $3200000
8705, COMPLEX DR, 92123, $2750000
3332, HOLLY DR, 95376, $3200000
2131, E SHAW AVE, 93611, $3886160
6929, ARCHIBALD AVE, 91701, $1790000
1649, H ST, 93721, $1350000
10501, CROETTO WAY, 95670, $12250000
14622, EL MOLINO ST, 92335, $2149000
2395, MONTPELIER DR, 95116, $470000
999, MISSION DE ORO DR, 96003, $1300000
3352, HOLLY DR, 95376, $3200000
6935, ARCHIBALD AVE, 91701, $1790000
2054, N ANGUS ST, 93703, $15800000
4367, TECHNOLOGY DR, 94538, $8600000
134, CHAPALA ST, 93101, $4200000
1649, CAHUENGA BLVD, 90028, $8500000
464, E EUCLID AVE, 90222, $49950000
9510, KRUSE RD, 90660, $3286320
486, E EUCLID AVE, 90222, $49950000
231, 1/2 EVERETT ST, 90026, $1300000
1217, W BALBOA BLVD, 92661, $5400000
9947, MISSION BLVD, 92509, $1200000
20669, LAKE FOREST DR, 92630, $9690000
578, W MAIN ST, 91801, $5880000
2669, CONEJO CENTER DR, 91320, $585000
21129, FOOTHILL BLVD, 94541, $5988000
314, W 168TH ST, 90248, $1839100
3333, HOLLY DR, 95376, $3200000
252, 1/2 EVERETT ST, 90026, $1300000
223, KING ST, 94107, $4300000
3131, PARK MEADOWS DR, 93308, $1875000
227, E GRAND AVE, 92025, $4000000
4718, ENGLE RD, 95608, $1450000
1539, W 134TH ST, 90249, $4075000
42210, ROICK DR, 92590, $474000
221, KING ST, 94107, $4300000
218, N LARCHMONT BLVD, 90004, $11000000
1410, S WESTMORELAND AVE, 90006, $1225000
14708, DOOLITTLE DR, 94577, $10170000
827, INTERNATIONAL BLVD, 94606, $4900000
1277, 1ST ST, 95020, $8350000
1547, REPORT AVE, 95205, $799000
12140, GARFIELD AVE, 90280, $5975000
73, 1/2 EVERETT ST, 90026, $1300000
4850, TELEGRAPH RD, 90022, $1380000
64, 1/2 EVERETT ST, 90026, $1300000
973, W 7TH ST, 93030, $239900
1246, 1ST ST, 95020, $8350000
10731, COLOMA RD, 95670, $725000
515, W 13TH AVE, 92025, $6000000
5686, CUSHING PKY, 94538, $29950000
9790, RESEARCH DR, 92618, $2102660
8511, GARDEN GROVE BLVD, 92844, $1898800
282, 1/2 EVERETT ST, 90026, $1300000
4562, PECK RD, 91732, $5500000
613, W MANCHESTER BLVD, 90301, $8100000
12946, BROOKHURST WAY, 92844, $2100000
8252, WHITE OAK AVE, 91325, $5500000
1429, WEBSTER ST, 94501, $2500000
2647, SOQUEL DR, 95065, $3400000
1093, EUCALYPTUS ST, 95337, $355000
1546, WALLACE AVE, 94124, $3315000
4445, AUBURN BLVD, 95841, $1450000
167, S HARBOR BLVD, 92805, $545000
41233, FREMONT BLVD, 94538, $3196000
12930, LAKELAND RD, 90670, $2682330
2531, W RUMBLE RD, 95350, $999000
897, W RIALTO AVE, 92376, $2695000
3975, COMMERCE DR, 95691, $4899000
594, W MAIN ST, 91801, $5880000
1629, H ST, 93721, $1350000
870, W RIALTO AVE, 92376, $2695000
4349, TECHNOLOGY DR, 94538, $8600000
937, N MADISON ST, 95202, $749000
908, W 2ND ST, 94509, $350000
12132, GARFIELD AVE, 90280, $5975000
1038, GRANT AVE, 94133, $6150000
71, E 10TH ST, 95376, $850000
81225, INDIO BLVD, 92201, $650000
2456, ATHENS AVE, 96001, $8800000
2673, CONEJO CENTER DR, 91320, $585000
1440, E SHAW AVE, 93710, $1100000
17920, COLLIER AVE, 92530, $1675000
20482, ANITA AVE, 94546, $16100000
533, NELSON ST, 90731, $2990000
829, OCEAN BLVD, 90802, $2100000
903, PACIFIC AVE, 95060, $4450000
638, DEL GANADO RD, 94903, $1350000
26808, CHERRY HILLS BLVD, 92586, $18500000
720, BROADWAY ST, 94590, $2500000
1691, E HIGHLAND AVE, 92404, $3099900
247, 1/2 EVERETT ST, 90026, $1300000
13940, ROSE AVE, 92337, $1600000
1273, 1ST ST, 95020, $8350000
229, MACDONALD AVE, 94801, $399000
740, MENDOCINO AVE, 95401, $1050000
440, N M ST, 93274, $1299000
1195, E FLORENCE AVE, 90001, $2300000
1827, DELAWARE AVE, 90404, $2525000
30077, HAUN RD, 92584, $5141000
231, E YOSEMITE AVE, 93638, $1375000
686, MINERT RD, 94598, $950000
41213, FREMONT BLVD, 94538, $3196000
2065, N ANGUS ST, 93703, $15800000
5723, MARCONI AVE, 95608, $1200000
8929, COMPLEX DR, 92123, $1836000
422, 1/2 EVERETT ST, 90026, $1300000
940, N SUMMIT AVE, 91103, $1225000
9474, MAGNOLIA AVE, 92503, $1500000
1674, E HIGHLAND AVE, 92404, $3099900
9244, RESEARCH DR, 92618, $1579355
770, 1/2 EVERETT ST, 90026, $1300000
4091, CREED AVE, 90008, $925000
2424, FENTON ST, 91914, $4565000
1125, OLIVE DR, 93308, $1885700
3863, BEACON AVE, 94538, $995000
1546, S EL DORADO ST, 95206, $448000
3866, BEACON AVE, 94538, $995000
1749, TRAVIS BLVD, 94533, $6580000
192, 1/2 EVERETT ST, 90026, $1300000
940, W 7TH ST, 93030, $299500
20552, WISTERIA ST, 94546, $3588000
3127, PARK MEADOWS DR, 93308, $1875000
1264, 1ST ST, 95020, $8350000
287, GOODYEAR ST, 95110, $3593664
3900, BAYBAR RD, 90601, $6980500
1110, QUAIL ST, 92660, $1184355
5201, DEER VALLEY RD, 94531, $6500000
2190, N LAKEWOOD BLVD, 90815, $6000000
2752, OLD SONOMA RD, 94558, $8250000
807, 1/2 EVERETT ST, 90026, $1300000
3334, HOLLY DR, 95376, $3200000
219, N LARCHMONT BLVD, 90004, $11000000
3693, W 5TH ST, 93030, $560000
2821, BUTLER AVE, 90262, $17200000
15011, S ATLANTIC AVE, 90221, $419000
72, E 10TH ST, 95376, $850000
1957, N VENTURA RD, 93036, $3800000
15156, RAYMER ST, 91405, $4500000
4376, TECHNOLOGY DR, 94538, $8600000
3675, W 5TH ST, 93030, $625000
2319, AMERICAN AVE, 94545, $490000
6280, 3RD ST, 94124, $1250000
2043, ANDERSON RD, 95616, $408000
2561, 26TH AVE, 95820, $1600000
20468, ANITA AVE, 94546, $16100000
4850, 67TH ST, 92115, $4999999
2182, E COLORADO BLVD, 91107, $2588000
20540, WISTERIA ST, 94546, $3588000
3855, BALFOUR RD, 94513, $9740000
541, W GARVEY AVE, 91754, $688000
10668, SAN SEVAINE WAY, 91752, $1982400
823, D AVE, 91950, $32000000
2030, SINALOA RD, 93065, $2600000
923, N SUNSET AVE, 91790, $1500000
949, W 7TH ST, 93030, $239900
1622, ACTION AVE, 94559, $3100000
2560, 26TH AVE, 95820, $1600000
575, HARVEST PARK DR, 94513, $1799900
2520, C ST, 92102, $960000
13437, INGLEWOOD AVE, 90250, $1200000
9240, RESEARCH DR, 92618, $1579355
4753, TELEGRAPH RD, 90022, $3414200
3557, KETTNER BLVD, 92101, $11500000
6140, CAMINO VERDE DR, 95119, $9750000
2256, SAN ANSELINE AVE, 90815, $1815000
5929, LAIRD AVE, 94605, $599000
3690, E HIGHLAND AVE, 92346, $5900000
454, N M ST, 93274, $1299000
5601, CUSHING PKY, 94538, $29950000
26170, ENTERPRISE WAY, 92630, $1315116
268, 1/2 EVERETT ST, 90026, $1300000
7966, S VAN NESS AVE, 90305, $1248100
1111, S LONG BEACH BLVD, 90221, $3900000
1179, E FLORENCE AVE, 90001, $2300000
8085, OAK AVE, 95610, $990000
10335, GARVEY AVE, 91733, $295000
6880, ELDER AVE, 93230, $7318640
298, 1/2 EVERETT ST, 90026, $1300000
985, W 7TH ST, 93030, $239900
4078, OLD REDWOOD HWY, 95403, $6900000
553, W MAIN ST, 91801, $5880000
1637, W 15TH ST, 90813, $3848000
5628, CUSHING PKY, 94538, $29950000
816, S MOUNTAIN AVE, 91762, $8712000
237, 1/2 EVERETT ST, 90026, $1300000
680, 1/2 EVERETT ST, 90026, $1300000
12221, GARFIELD AVE, 90280, $5975000
13731, N HIGHWAY, 95240, $2950000
119, 1/2 EVERETT ST, 90026, $1300000
3684, SONOMA BLVD, 94590, $6200000
3681, 5TH AVE, 92103, $1900000
250, N CLOVIS AVE, 93612, $1763296
102, N A ST, 93030, $1800000
9511, KRUSE RD, 90660, $3286320
926, N LA CIENEGA BLVD, 90069, $5250000
1460, P ST, 93721, $2400000
10003, ALONDRA BLVD, 90706, $1600000
3567, HOMESTEAD RD, 95051, $4000000
267, 1/2 EVERETT ST, 90026, $1300000
940, PACIFIC AVE, 94133, $1530000
853, ANCHORAGE PL, 91914, $740000
1619, A ST, 94509, $6200000
1445, PECKHAM ST, 92833, $2549000
2424, LOMBARD ST, 94123, $1950000
522, N A ST, 93030, $925000
42207, REMINGTON AVE, 92590, $850000
3626, W 5TH ST, 93030, $625000
1265, RENAISSANCE PKY, 92376, $4937000
1101, W STRUCK AVE, 92867, $2695000
26821, CHERRY HILLS BLVD, 92586, $18500000
2522, COHASSET RD, 95973, $2500000
1647, H ST, 93721, $1350000
740, 1/2 EVERETT ST, 90026, $1300000
1209, E ROSECRANS AVE, 90221, $959000
1537, WALLACE AVE, 94124, $3315000
481, E EUCLID AVE, 90222, $49950000
870, ANCHORAGE PL, 91914, $740000
2876, 4TH AVE, 92103, $4475000
962, W 7TH ST, 93030, $299500
4200, DOVE HILL RD, 95121, $15000000
156, 1/2 EVERETT ST, 90026, $1300000
12526, BURBANK BLVD, 91607, $2750000
255, 1/2 EVERETT ST, 90026, $1300000
4044, E ASHLAN AVE, 93726, $4059000
133, 1/2 EVERETT ST, 90026, $1300000
3186, VISTA WAY, 92056, $4400000
14891, YORBA ST, 92780, $1675000
978, W 7TH ST, 93030, $299500
2277, ORANGE ST, 92346, $1350000
11819, VOSE ST, 91605, $5995000
2301, DURFEE AVE, 91732, $4000000
0, IRONWOOD BLVD, 92555, $2000000
12817, E PENN ST, 90602, $1495000
14811, PIONEER BLVD, 90650, $3700000
45031, ALTISSIMO WAY, 92532, $338000
520, NE TURNER AVE, 91764, $10250000
2716, CONEJO CENTER DR, 91320, $585000
172, 1/2 EVERETT ST, 90026, $1300000
3605, W 5TH ST, 93030, $625000
1025, A ST, 94541, $2350000
2590, MAJELLA RD, 92084, $1290000
4703, WHITTIER BLVD, 90022, $2500000
1495, E THOUSAND OAKS BLVD, 91362, $3450000
1660, ACTION AVE, 94559, $3100000
32430, CENTRAL AVE, 94587, $2995000
26846, CHERRY HILLS BLVD, 92586, $18500000
1569, REPORT AVE, 95205, $799000
44844, ELM AVE, 93534, $1399000
740, E CHAPMAN AVE, 92866, $399900
1730, S STANDARD AVE, 92707, $1350000
35124, ALVARADO NILES RD, 94587, $3150000
3581, KETTNER BLVD, 92101, $11500000
2704, HIGHLAND AVE, 92105, $499000
4674, ONTARIO MILLS PKWY, 91764, $22100000
3857, BEACON AVE, 94538, $995000
26837, SAND CANYON RD, 91387, $5000000
20422, ANITA AVE, 94546, $16100000
460, E EUCLID AVE, 90222, $49950000
1400, S FLOWER ST, 90015, $19500000
4846, PESCADERO AVE, 92107, $2075000
1816, ARNOLD INDUSTRIAL PL, 94520, $3000000
4578, FEATHER RIVER DR, 95219, $525000
602, W MAIN ST, 91801, $5880000
10649, SAN SEVAINE WAY, 91752, $1982400
666, E 3RD AVE, 94401, $16500000
1140, BESSEMER AVE, 95337, $1599000
1643, ACTION AVE, 94559, $3100000
2121, N ANGUS ST, 93703, $15800000
253, 1/2 EVERETT ST, 90026, $1300000
12179, GARFIELD AVE, 90280, $5975000
4853, TELEGRAPH RD, 90022, $1380000
7942, S VAN NESS AVE, 90305, $1248100
13641, JACK TONE RD, 95336, $963211
1016, NATIONAL CITY BLVD, 91950, $7000000
2756, OLD SONOMA RD, 94558, $8250000
9395, CABOT DR, 92126, $14250000
121, W AVENUE, 93534, $499000
922, E CALIFORNIA AVE, 94085, $3800000
9797, RESEARCH DR, 92618, $2102660
7964, S VAN NESS AVE, 90305, $1248100
856, S BRISTOL ST, 92703, $8250000
935, RUFF DR, 95110, $5738550
1020, MERRILL ST, 93901, $3850000
716, E 62ND ST, 90001, $8604750
2903, NICOL AVE, 94602, $1395000
9788, RESEARCH DR, 92618, $2102660
4814, FIRESTONE BLVD, 90280, $950000
37, ESTABROOK ST, 94577, $4350000
20462, ANITA AVE, 94546, $16100000
1509, 27TH ST, 95816, $895000
4859, LONE TREE WAY, 94531, $3050000
1810, SOQUEL AVE, 95062, $4500000
519, 1/2 EVERETT ST, 90026, $1300000
123, 1/2 EVERETT ST, 90026, $1300000
247, KING ST, 94107, $4300000
45388, WARM SPRINGS BLVD, 94539, $22000000
2142, W GAYLORD AVE, 90813, $1800000
4879, 67TH ST, 92115, $4999999
8204, COMMONWEALTH AVE, 90621, $3000000
2045, SINALOA RD, 93065, $2600000
14521, HARTLAND ST, 91405, $5395000
2401, 46TH AVE, 94116, $1448000
7948, S VAN NESS AVE, 90305, $1248100
262, KING ST, 94107, $4300000
3665, W 5TH ST, 93030, $625000
21930, VENTURA BLVD, 91364, $5350000
1134, GRANT AVE, 94133, $3500000
3011, W LOMITA BLVD, 90505, $5200000
598, 1/2 EVERETT ST, 90026, $1300000
8036, FAIRVIEW AVE, 91941, $1950000
593, W MAIN ST, 91801, $5880000
594, 1/2 EVERETT ST, 90026, $1300000
8947, COMPLEX DR, 92123, $549000
2341, STANWELL DR, 94520, $3000000
902, 1/2 EVERETT ST, 90026, $1300000
768, 1/2 EVERETT ST, 90026, $1300000
2568, 26TH AVE, 95820, $1600000
2104, N ANGUS ST, 93703, $15800000
2293, DURFEE AVE, 91732, $4000000
2210, VIRGINIA ST, 94709, $1300000
7041, KOLL CENTER PKY, 94566, $1021600
11675, N JACK TONE RD, 95240, $679000
567, W MAIN ST, 91801, $5880000
9202, ARCHIBALD AVE, 91730, $493000
7400, ELSIE AVE, 95828, $3400000
2151, S HAVEN AVE, 91761, $3200000
13023, HAWTHORNE BLVD, 90250, $6235000
1417, S BONNIE BRAE ST, 90006, $1675000
28420, HASKELL CANYON RD, 91390, $8000000
1603, WHIPPLE RD, 94544, $1850000
1320, 1ST ST, 95020, $8350000
263, 1/2 EVERETT ST, 90026, $1300000
535, MIDDLEFIELD RD, 94301, $12000000
20467, ANITA AVE, 94546, $16100000
1385, N MARENGO AVE, 91103, $1300000
2272, DURFEE AVE, 91732, $4000000
1109, HADDON DR, 94402, $3800000
6048, MONROE AVE, 94618, $5995000
179, S HARBOR BLVD, 92805, $545000
2283, DURFEE AVE, 91732, $4000000
512, E EUCLID AVE, 90222, $49950000
145, S OCCIDENTAL BLVD, 90057, $4750000
718, BROADWAY ST, 94590, $2500000
872, W RIALTO AVE, 92376, $2695000
0, LAKESHORE DR, 92530, $1900000
6199, SUNRISE MALL RD, 95610, $8950000
630, MAIN ST, 94566, $3800000
279, 1/2 EVERETT ST, 90026, $1300000
41, HANGAR WAY, 95076, $2275000
1394, 18TH AVE, 94122, $3400000
459, SOSCOL AVE, 94559, $5000000
322, E BALL RD, 92805, $6399000
4050, LINCOLN BLVD, 90292, $5375000
1920, 2ND AVE, 92101, $1899000
12146, GARFIELD AVE, 90280, $5975000
2002, SPRING ST, 94063, $3800000
8560, ROLAND ST, 90621, $2736510
2420, W AVENUE, 90065, $890000
1860, S 10TH ST, 95112, $1558888
612, E 3RD AVE, 94401, $16500000
1200, E CARSON ST, 90807, $4875000
319, W 9TH ST, 90015, $44500000
943, W 7TH ST, 93030, $239900
3910, SIERRA AVE, 92336, $2450000
4870, 67TH ST, 92115, $4999999
574, N LA CADENA DR, 92324, $1399990
582, W MAIN ST, 91801, $5880000
8134, FIRESTONE BLVD, 90241, $3495000
556, W MAIN ST, 91801, $5880000
6069, MAYWOOD AVE, 90255, $4500000
2709, S FAIRVIEW ST, 92704, $21566375
2288, DURFEE AVE, 91732, $4000000
9141, ALONDRA BLVD, 90706, $4495000
4615, LANKERSHIM BLVD, 91602, $2400000
148, 1/2 EVERETT ST, 90026, $1300000
1602, WHIPPLE RD, 94544, $1850000
455, 1/2 EVERETT ST, 90026, $1300000
648, E 3RD AVE, 94401, $16500000
26919, CHERRY HILLS BLVD, 92586, $18500000
2228, E WESTPORT DR, 92806, $2950000
1461, W 14TH ST, 90813, $1700000
11816, VOSE ST, 91605, $5995000
274, 1/2 EVERETT ST, 90026, $1300000
311, POTRERO AVE, 94103, $3750000
904, S NORMANDIE AVE, 90006, $2499000
11819, FIRESTONE BLVD, 90650, $749000
1706, E HIGHLAND AVE, 92404, $3099900
41223, FREMONT BLVD, 94538, $3196000
1805, SOQUEL AVE, 95062, $4500000
1031, W EL SEGUNDO BLVD, 90247, $950000
4117, TURQUOISE ST, 90031, $30000
1001, COLUMBIA ST, 95060, $1699900
125, N JACKSON AVE, 95116, $358012
4849, TELEGRAPH RD, 90022, $1380000
810, ACACIA AVE, 92058, $1200000
2657, PENN MAR AVE, 91732, $1490000
977, W 7TH ST, 93030, $299500
592, N LA CADENA DR, 92324, $1399990
8514, GARDEN GROVE BLVD, 92844, $1898800
580, W LA HABRA BLVD, 90631, $799000
5221, RALEY BLVD, 95838, $625000
3355, HOLLY DR, 95376, $3200000
818, S ANZA ST, 92020, $1225000
15358, 7TH ST, 92395, $199900
592, W MAIN ST, 91801, $5880000
1221, 1ST ST, 95020, $8350000
8504, GARDEN GROVE BLVD, 92844, $1898800
8132, ARROYO DR, 91770, $4098000
8365, BRENTWOOD BLVD, 94513, $495000
105, S HARBOR BLVD, 92805, $545000
863, S MOUNTAIN AVE, 91762, $8712000
3848, N HUGHES AVE, 93705, $7000000
74, 1/2 EVERETT ST, 90026, $1300000
3685, SONOMA BLVD, 94590, $6200000
583, 1/2 EVERETT ST, 90026, $1300000
9796, RESEARCH DR, 92618, $2102660
4566, PECK RD, 91732, $5500000
1697, E HIGHLAND AVE, 92404, $3099900
6934, ARCHIBALD AVE, 91701, $1790000
622, DEL GANADO RD, 94903, $1350000
3660, W 5TH ST, 93030, $560000
6925, CANOGA AVE, 91303, $2549000
921, N MILLIKEN AVE, 91764, $1500000
8144, ARROYO DR, 91770, $4098000
803, 1/2 EVERETT ST, 90026, $1300000
1157, E ASH AVE, 92831, $3405000
3660, E HIGHLAND AVE, 92346, $5900000
712, SEWARD ST, 90038, $10750000
1623, ACTION AVE, 94559, $3100000
8129, FIRESTONE BLVD, 90241, $3495000
736, E CHAPMAN AVE, 92866, $399900
1757, N KINGSLEY DR, 90027, $8900000
3823, 32ND ST, 92104, $2200000
3666, W 5TH ST, 93030, $625000
161, CAPP ST, 94110, $14980000
2135, N ANGUS ST, 93703, $15800000
612, TERMINAL WAY, 92627, $4400000
14992, DALE EVANS PKY, 92307, $6250000
2453, ATHENS AVE, 96001, $8800000
15150, RAYMER ST, 91405, $4500000
445, 1/2 EVERETT ST, 90026, $1300000
4842, PESCADERO AVE, 92107, $2075000
2268, DURFEE AVE, 91732, $4000000
9471, MAGNOLIA AVE, 92503, $1500000
3350, HOLLY DR, 95376, $3200000
26230, JEFFERSON AVE, 92562, $3155922
701, E BALBOA BLVD, 92661, $2300000
1025, UNIVERSITY AVE, 94710, $4349000
16065, MATEO ST, 94578, $3000000
1531, E WALNUT AVE, 92867, $6950000
6344, FAIR OAKS BLVD, 95608, $565000
0, YALE ST, 92544, $425000
1193, E FLORENCE AVE, 90001, $2300000
8041, FAIRVIEW AVE, 91941, $1950000
300, CONEJO RIDGE RD, 91361, $780000
926, W 7TH ST, 93030, $299500
900, SCUDDER WAY, 91754, $690000
1656, A ST, 94509, $6200000
421, E LA HABRA BLVD, 90631, $990000
8541, WASHINGTON BLVD, 90232, $3750000
3603, W 5TH ST, 93030, $625000
1683, E HIGHLAND AVE, 92404, $3099900
142, E HUNTINGTON DR, 91006, $1690000
1811, ARNOLD INDUSTRIAL PL, 94520, $3000000
171, S HARBOR BLVD, 92805, $545000
4985, WHITTIER BLVD, 90022, $1995000
2990, NATIONAL AVE, 92113, $1150000
3691, W 5TH ST, 93030, $560000
836, S MOUNTAIN AVE, 91762, $8712000
519, E EUCLID AVE, 90222, $49950000
16201, HARBOR BLVD, 92708, $16368869
9895, GARDEN GROVE BLVD, 92641, $4700000
14141, KENTWOOD BLVD, 92392, $650000
5249, 3RD ST, 94124, $2995000
458, AUZERAIS AVE, 95126, $1488000
3687, E HIGHLAND AVE, 92346, $5900000
